F32H2.5	FasN-1	K00665
F19D8.1	Twk-23	K05323
F34D6.3	Sup-9	K05323
F52E4.4	Twk-16	K05323
K04A8.4	Twk-10	K05323
Y39B6A.19	Twk-46	K05323
ZK1067.5	Twk-4	K05323
Y54G9A.3	Kqt-3	K04926
C25B8.1	Kqt-1	K05324
M60.5	Kqt-2	K05324
Y51A2D.19	Slo-1	K04936
F14H8.6	Cng-1	K05326
F36F2.5	Tax-2	K05326
ZC84.2	Tax-4	K05326
F33D4.2	Itr-1	K02522
K11C4.5	Unc-68	K05327
K01A11.4	Spe-41	K05328
R06B10.4	Trp-2	K05328
ZC21.2	Trp-1	K05328
C05C12.3	Gtl-1	K05392
F54D1.5	Gtl-2	K05392
C29E6.2	TrpA-1	K04984
Y73F8A.1	Pkd-2	K04990
R13A5.1	Cup-5	K05329
K04G11.5	Irk-3	K05330
M02A10.2	Irk-2	K05330
R03E9.4	Irk-1	K05330
E04F6.11	Clh-3	K05011
C07H4.2	Clh-5	K05012
R07B7.1	Clh-6	K05016
B0491.8	Clh-2	K05331
T27D12.2	Clh-1	K05331
C01F6.8	Icl-1	K05019
T03F7.1	Snf-11	K05034
T23G5.5	Dat-1	K05036
Y54E10BR.7	Mod-5	K05037
C49C3.1	Snf-9	K05336
F55H12.1	Snf-2	K05336
T13B5.1	Snf-3	K05336
W03G9.1	Snf-1	K05336
Y32F6A.2	Snf-10	K05336
Y46G5A.25	Snf-4	K05336
Y46G5A.30	Snf-5	K05336
ZK1010.9	Snf-7	K05336
C32C4.2	Aqp-6	K09884
C35A5.1	Aqp-5	K09884
F40F9.9	Aqp-4	K09884
Y57A10A.35	Aqp-12	K09884
ZK1321.3	Aqp-10	K09884
C01G6.1	Aqp-2	K09886
F32A5.5	Aqp-1	K09886
K02G10.7	Aqp-8	K09886
M02F4.8	Aqp-7	K09886
Y69E1A.7	Aqp-3	K09886
F32D8.6	Emo-1	K07342
Y63D3A.6	Dnj-29	K09540
ZK1067.1	Let-23	K04361
C16D9.2	Rol-3	K05088
F59F3.1	Ver-3	K05096
F59F3.5	Ver-4	K05096
T17A3.1	Ver-1	K05096
T10H9.2	Scd-2	K05119
F11D5.3	Ddr-2	K05125
C16B8.1	Lin-18	K05128
C32D5.2	Sma-6	K13579
C05D2.1	Daf-4	K13597
F28B3.7	Him-1	K06636
Y47D3A.26	Smc-3	K06669
K08A8.3	Coh-1	K06670
F18E2.3	Scc-3	K06671
Y43H11AL.3	Pqn-85	K06672
C09H6.3	Mau-2	K11266
H38K22.1	Evl-14	K11267
F31E3.3	Rfc-4	K10755
F58F6.4	Rfc-2	K10755
C39E9.13	Rfc-3	K10756
F44B9.8	ArpA	K10756
B0414.3	Hil-5	K11275
C18G1.5	Hil-4	K11275
F22F1.1	Hil-3	K11275
F59A7.4	Hil-6	K11275
M163.3	His-24	K11275
Y73B6BL.9	Hil-2	K11275
B0035.7	His-47	K11251
C50F4.13	His-35	K11251
F07B7.10	His-51	K11251
F07B7.3	His-53	K11251
F08G2.2	His-43	K11251
F17E9.13	His-33	K11251
F35H10.1	His-30	K11251
F45F2.4	His-7	K11251
F54E12.5	His-57	K11251
F55G1.10	His-61	K11251
H02I12.7	His-65	K11251
K06C4.11	His-19	K11251
K06C4.3	His-21	K11251
R08C7.3	Htz-1	K11251
T10C6.12	His-3	K11251
T23D8.6	His-68	K11251
ZK131.10	His-16	K11251
ZK131.6	His-12	K11251
B0035.8	His-48	K11252
C50F4.5	His-41	K11252
F07B7.11	His-54	K11252
F07B7.4	His-52	K11252
F08G2.1	His-44	K11252
F17E9.9	His-34	K11252
F35H10.11	His-29	K11252
F45F2.12	His-8	K11252
F45F2.2	His-39	K11252
F54E12.4	His-58	K11252
F55G1.3	His-62	K11252
H02I12.6	His-66	K11252
K06C4.12	His-22	K11252
K06C4.4	His-20	K11252
T10C6.11	His-4	K11252
ZK131.5	His-11	K11252
ZK131.9	His-15	K11252
B0035.10	His-45	K11253
E03A3.3	His-69	K11253
E03A3.4	His-70	K11253
F07B7.5	His-49	K11253
F08G2.3	His-42	K11253
F17E9.10	His-32	K11253
F22B3.2	His-63	K11253
F45E1.6	His-71	K11253
F45F2.13	His-6	K11253
F54C8.2	CpaR-1	K11253
F54E12.1	His-55	K11253
F55G1.2	His-59	K11253
K06C4.13	His-27	K11253
K06C4.5	His-17	K11253
T10C6.13	His-2	K11253
W05B10.1	His-74	K11253
Y49E10.6	His-72	K11253
ZK131.2	His-25	K11253
ZK131.3	His-9	K11253
ZK131.7	His-13	K11253
B0035.9	His-46	K11254
C50F4.7	His-37	K11254
F07B7.9	His-50	K11254
F17E9.12	His-31	K11254
F22B3.1	His-64	K11254
F45F2.3	His-5	K11254
F54E12.3	His-56	K11254
F55G1.11	His-60	K11254
K03A1.6	His-38	K11254
K06C4.10	His-18	K11254
K06C4.2	His-28	K11254
T10C6.14	His-1	K11254
T23D8.5	His-67	K11254
ZK131.1	His-26	K11254
ZK131.4	His-10	K11254
ZK131.8	His-14	K11254
C27B7.1	Spr-2	K11290
K07A1.11	Rba-1	K10752
K07A1.12	Lin-53	K10752
C03D6.5	AsfL-1	K10753
F10G7.3	Unc-85	K10753
C09H10.6	NasP-1	K11291
C50B6.2	NasP-2	K11291
T04A8.14	Emb-5	K11292
F47D12.4	Hmg-1.2	K11295
M03C11.4	Tag-235	K11303
Y47G6A.6	PcaF-1	K06062
R10E11.1	Cbp-1	K04498
W04A8.7	Taf-1	K03125
VC5.4	Mys-1	K11304
K03D10.3	Mys-2	K11308
ZK863.3	ElpC-3	K07739
Y47G6A.6	PcaF-1	K06062
C47D12.1	Trr-1	K08874
F32A5.1	Ada-2	K11314
F30F8.8	Taf-5	K03130
W09B6.2	Taf-6.1	K03131
T12D8.7	Taf-9	K03133
K03B4.3	Taf-10	K03134
Y47G6A.6	PcaF-1	K06062
C47D12.1	Trr-1	K08874
F30F8.8	Taf-5	K03130
W09B6.2	Taf-6.1	K03131
T12D8.7	Taf-9	K03133
K03B4.3	Taf-10	K03134
Y47G6A.6	PcaF-1	K06062
C47D12.1	Trr-1	K08874
Y37E11B.4	Taf-2	K03128
R119.6	Taf-4	K03129
F30F8.8	Taf-5	K03130
W09B6.2	Taf-6.1	K03131
F54F7.1	Taf-7.1	K03132
Y111B2A.16	Taf-7.2	K03132
T12D8.7	Taf-9	K03133
K03B4.3	Taf-10	K03134
VC5.4	Mys-1	K11304
C47D12.1	Trr-1	K08874
Y51H1A.4	Ing-3	K11319
Y111B2A.22	Ssl-1	K11320
Y111B2A.11	Epc-1	K11322
Y105E8A.17	Ekl-4	K11324
C27H6.2	RuvB-1	K04499
T22D1.10	RuvB-2	K11338
Y37D8A.9	Mrg-1	K11339
M03F4.2	Act-4	K05692
T04C12.4	Act-3	K05692
T04C12.5	Act-2	K05692
T04C12.6	Act-1	K05692
M04B2.3	Gfl-1	K11341
Y47G6A.6	PcaF-1	K06062
C47D12.1	Trr-1	K08874
F32A5.1	Ada-2	K11314
F30F8.8	Taf-5	K03130
W09B6.2	Taf-6.1	K03131
T12D8.7	Taf-9	K03133
K03B4.3	Taf-10	K03134
Y47G6A.6	PcaF-1	K06062
C47D12.1	Trr-1	K08874
F32A5.1	Ada-2	K11314
F30F8.8	Taf-5	K03130
W09B6.2	Taf-6.1	K03131
T12D8.7	Taf-9	K03133
K03B4.3	Taf-10	K03134
Y47G6A.6	PcaF-1	K06062
F32A5.1	Ada-2	K11314
Y47G6A.6	PcaF-1	K06062
F32A5.1	Ada-2	K11314
M03C11.4	Tag-235	K11303
K07A1.11	Rba-1	K10752
K07A1.12	Lin-53	K10752
ZK863.3	ElpC-3	K07739
Y110A7A.16	ElpC-1	K11373
Y111B2A.17	ElpC-2	K11374
C26B2.6	ElpC-4	K11375
VC5.4	Mys-1	K11304
C47D12.1	Trr-1	K08874
M04B2.3	Gfl-1	K11341
Y105E8A.17	Ekl-4	K11324
Y37D8A.9	Mrg-1	K11339
Y111B2A.11	Epc-1	K11322
M03F4.2	Act-4	K05692
T04C12.4	Act-3	K05692
T04C12.5	Act-2	K05692
T04C12.6	Act-1	K05692
C08B11.2	Hda-2	K06067
C53A5.3	Hda-1	K06067
R06C1.1	Hda-3	K06067
C10E2.3	Hda-4	K11406
R11A8.4	Sir-2.1	K11411
F46G10.3	Sir-2.3	K11414
F46G10.7	Sir-2.2	K11414
C06A5.11	Sir-2.4	K11416
T12F5.4	Lin-59	K06101
T12D8.1	Set-16	K09188
C26E6.9	Set-2	K11422
T26A5.7	Set-1	K11428
R05D3.11	Met-2	K11421
Y41D4B.12	Set-23	K11433
R06F6.4	Set-14	K11426
T22A3.4	Set-18	K11426
ZC8.3	Set-30	K11426
C32D5.5	Set-4	K11429
C34E10.5	PrmT-5	K02516
Y48B6A.11	JmjD-2	K06709
D2021.1	Utx-1	K11447
F18E9.5	Tag-279	K11447
ZK593.4	Rbr-2	K11446
T08D10.2	Lsd-1	K11450
Y40B1B.6	Spr-5	K11450
T13H2.5	SpaT-3	K10695
C09G4.5	Mes-6	K11462
M106.1	Mix-1	K06674
F35G12.8	Smc-4	K06675
R13G10.1	Dpy-27	K06675
Y39A1B.3	Dpy-28	K06677
M106.1	Mix-1	K06674
F35G12.8	Smc-4	K06675
R13G10.1	Dpy-27	K06675
Y110A7A.1	Hcp-6	K11491
K12D12.1	Top-2	K03164
ZK1127.7	Cin-4	K03164
C50B8.2	Bir-2	K08731
T27F2.3	Bir-1	K08731
W01B6.9	Ndc-80	K11547
W01B6.9	Ndc-80	K11547
K07A1.11	Rba-1	K10752
K07A1.12	Lin-53	K10752
C06A8.4	Skr-17	K03094
C42D4.6	Skr-16	K03094
C52D10.6	Skr-12	K03094
C52D10.7	Skr-9	K03094
C52D10.8	Skr-13	K03094
C52D10.9	Skr-8	K03094
F44G3.6	Skr-3	K03094
F46A9.4	Skr-2	K03094
F46A9.5	Skr-1	K03094
F47H4.10	Skr-5	K03094
F54D10.1	Skr-15	K03094
F56B3.12	Skr-18	K03094
K08H2.1	Skr-21	K03094
R12H7.3	Skr-19	K03094
R12H7.5	Skr-20	K03094
Y105C5B.13	Skr-10	K03094
Y37H2C.2	Skr-6	K03094
Y47D7A.1	Skr-7	K03094
Y47D7A.8	Skr-14	K03094
Y60A3A.18	Skr-4	K03094
Y69A2AR.30	Mdf-2	K02537
R06C7.8	Bub-1	K02178
Y54G9A.6	Bub-3	K02180
F55G1.4	Rod-1	K11577
F20D12.4	Czw-1	K11578
T21E12.4	Dhc-1	K10413
F18C12.1	Che-3	K10414
C17H12.1	DycI-1	K10415
C39E9.14	Dli-1	K10416
F02D8.3	Xbx-1	K10417
K11D9.1	Klp-7	K10393
F43C1.2	Mpk-1	K04371
F38H4.9	Let-92	K04382
F48E8.5	Paa-1	K03456
F26E4.1	Sur-6	K04354
C25A1.9	Rsa-1	K11583
C13G3.3	PptR-2	K11584
W08G11.4	PptR-1	K11584
K01G5.2	Hpl-2	K11585
K12H4.8	Dcr-1	K11592
F48F7.1	Alg-1	K11593
T07D3.7	Alg-2	K11593
C01G5.2	Prg-2	K02156
D2030.6	Prg-1	K02156
Y54E10A.9	Vbh-1	K11594
C08B11.2	Hda-2	K06067
C53A5.3	Hda-1	K06067
R06C1.1	Hda-3	K06067
F26F12.7	Let-418	K11643
K07A1.11	Rba-1	K10752
K07A1.12	Lin-53	K10752
R05D3.11	Met-2	K11421
F02E9.4	Sin-3	K11644
Y47G6A.12	Sep-1	K02365
W10C6.1	Mat-2	K03348
K06H7.6	Apc-2	K03349
Y110A7A.17	Mat-1	K03350
Y66D12A.17	SucH-1	K03352
F10B5.6	Emb-27	K03353
F10C5.1	Mat-3	K03355
F15H10.3	Apc-10	K03357
F35G12.9	Apc-11	K03358
B0207.4	Air-2	K11481
K07C11.2	Air-1	K08850
C14B9.4	Plk-1	K06631
F55G1.8	Plk-3	K06631
Y71F9B.7	Plk-2	K06631
C52B9.8	HelIcase	K11647
F01G4.1	Psa-4	K11647
Y113G7B.23	Psa-1	K11649
ZK1128.5	Tag-246	K11650
M03F4.2	Act-4	K05692
T04C12.4	Act-3	K05692
T04C12.5	Act-2	K05692
T04C12.6	Act-1	K05692
C01G8.9	Let-526	K11653
C52B9.8	HelIcase	K11647
F01G4.1	Psa-4	K11647
Y113G7B.23	Psa-1	K11649
ZK1128.5	Tag-246	K11650
M03F4.2	Act-4	K05692
T04C12.4	Act-3	K05692
T04C12.5	Act-2	K05692
T04C12.6	Act-1	K05692
C26C6.1	PbrM-1	K11757
C08B11.2	Hda-2	K06067
C53A5.3	Hda-1	K06067
R06C1.1	Hda-3	K06067
F26F12.7	Let-418	K11643
K07A1.11	Rba-1	K10752
K07A1.12	Lin-53	K10752
T27C4.4	Lin-40	K11660
F26H11.2	NurF-1	K11728
K07A1.11	Rba-1	K10752
K07A1.12	Lin-53	K10752
F26H11.2	NurF-1	K11728
K07A1.11	Rba-1	K10752
K07A1.12	Lin-53	K10752
C27H6.2	RuvB-1	K04499
T22D1.10	RuvB-2	K11338
Y105E8A.17	Ekl-4	K11324
M04B2.3	Gfl-1	K11341
C27H6.2	RuvB-1	K04499
T22D1.10	RuvB-2	K11338
C27H6.2	RuvB-1	K04499
T22D1.10	RuvB-2	K11338
M03F4.2	Act-4	K05692
T04C12.4	Act-3	K05692
T04C12.5	Act-2	K05692
T04C12.6	Act-1	K05692
C27H6.2	RuvB-1	K04499
T22D1.10	RuvB-2	K11338
M04B2.3	Gfl-1	K11341
Y105E8A.17	Ekl-4	K11324
C01H6.7	Tag-298	K11723
C47E8.5	Daf-21	K04079
C12C8.1	Hsp-70	K03283
F26D10.3	Hsp-1	K03283
C15H9.6	Hsp-3	K09490
F54C9.2	Stc-1	K09491
C37H5.8	Hsp-6	K04043
T05C12.7	Cct-1	K09493
T21B10.7	Cct-2	K09494
F54A3.3	Cct-3	K09495
K01C8.10	Cct-4	K09496
C07G2.3	Cct-5	K09497
F01F1.8	Cct-6	K09498
T10B5.5	Cct-7	K09499
Y55F3AR.3	Cct-8	K09500
Y22D7AL.5	Hsp-60	K04077
F39B2.10	Dnj-12	K09502
T05C3.5	Dnj-19	K09503
F22B7.5	Dnj-10	K09504
T03F6.2	Dnj-17	K09506
F54D5.8	Dnj-13	K09511
W03A5.7	Dnj-24	K09512
T15H9.7	Dnj-20	K09517
B0035.14	Dnj-1	K09518
F38A5.13	Dnj-11	K09522
C55B6.2	Dnj-7	K09523
K02G10.8	Dnj-14	K09525
Y71F9B.16	Dnj-30	K09528
T24H10.3	Dnj-23	K09529
Y47H9C.5	Dnj-27	K09530
F11G11.7	Dnj-9	K09531
F18C12.2	Rme-8	K09533
C04A2.7	Dnj-5	K09534
C56C10.13	Dnj-8	K09536
T23B12.7	Dnj-22	K09537
Y63D3A.6	Dnj-29	K09540
K08D10.2	Dnj-15	K04082
C08F8.1	Pfd-1	K09548
H20J04.5	Pfd-2	K09549
B0035.4	Pfd-4	K09550
R151.9	Pfd-5	K04797
F21C3.5	Pfd-6	K04798
ZK632.6	Cnx-1	K08054
Y38A10A.5	Crt-1	K08057
Y38F2AR.7	PpgN-1	K09552
Y47G6A.10	Spg-7	K08956
W08F4.8	Cdc-37	K09554
F57B10.11	Bag-1	K09555
H14N18.1	Unc-23	K09556
T09B4.10	Chn-1	K09561
C51E3.7	Egl-3	K01360
C52E4.1	Cpr-1	K01363
F36D3.9	Cpr-2	K01363
F44C4.3	Cpr-4	K01363
T10H4.12	Cpr-3	K01363
W07B8.5	Cpr-5	K01363
T03E6.7	Cpl-1	K01365
T14F9.3	Hex-1	K12373
Y49A3A.5	Cyn-1	K03767
F31C3.1	Cyn-5	K03768
F42G9.2	Cyn-6	K03768
Y116A8C.34	Cyn-13	K09564
D1009.2	Cyn-8	K09566
T01B7.4	Cyn-11	K09567
C34D4.12	Cyn-12	K12733
F59E10.2	Cyn-4	K10598
B0252.4	Cyn-10	K12734
F39H2.2	Sig-7	K12735
Y87G2A.6	Cyn-15	K12736
Y17G7B.9	Cyn-16	K12737
F59A2.1	Npp-9	K12172
F36H1.1	Fkb-1	K09569
F31D4.3	Fkb-6	K09571
B0024.9	Trx-2	K03671
Y34D9A.6	GlrX-10	K03676
ZK121.1	GlrX-21	K03676
Y49E10.2	GlrX-5	K07390
C07A12.4	Pdi-2	K09580
C14B1.1	Pdi-1	K09580
H06O01.1	Pdi-3	K08056
C14B9.2	Erp72	K09582
B0403.4	Tag-320	K09584
ZK909.2	Kin-1	K04345
F55A8.2	Egl-4	K07376
F09E5.1	Pkc-3	K06069
E01H11.1	Pkc-2	K02677
B0545.1	Tpa-1	K06068
F57F5.5	Pkc-1	K06068
C12D8.10	Akt-1	K04456
F28H6.1	Akt-2	K04456
C10H11.9	Let-502	K04514
W02B3.2	Grk-2	K00910
F19C6.1	Grk-1	K08291
C10C6.1	Kin-4	K08789
H42K12.1	Pdk-1	K06276
T01H8.1	RskN-1	K04373
Y47D3A.16	RskS-1	K04688
C54G4.1	RskN-2	K04445
W10G6.2	Sgk-1	K08792
K07A9.2	Cmk-1	K08794
K11E8.1	Unc-43	K04515
F15A2.6	Sad-1	K08796
Y39H10A.7	Chk-1	K02216
H39E23.1	Par-1	K08798
W03G1.6	Pig-1	K08799
T01C8.1	Aak-2	K07198
Y59A8B.14	Par-4	K07298
K12C11.4	DapK-1	K08803
Y79H2A.11	Zyg-8	K08805
R166.5	Mnk-1	K04372
T25E12.4	Dkf-2	K06070
W09C5.5	Dkf-1	K06070
Y60A3A.12	Chk-2	K06641
F55C7.7	Unc-73	K08810
F17E5.1	Lin-2	K06103
C03C10.1	Kin-19	K08957
Y106G6E.6	CsnK-1	K02218
B0205.7	Kin-3	K03097
F28B12.3	Vrk-1	K08816
B0495.2	Cdc2	K08818
T05G5.3	Cdk-1	K02087
T27E9.3	Cdk-5	K02090
Y39G10AL.3	Cdk-7	K02202
F39H11.3	Cdk-8	K02208
H25P06.2	Cdk-9	K02211
C07G1.3	Pct-1	K08820
F43C1.2	Mpk-1	K04371
B0478.1	Jnk-1	K04440
B0218.3	Pmk-1	K04441
F42G8.3	Pmk-2	K04441
W06F12.1	Lit-1	K04468
F42G8.4	Pmk-3	K08293
Y18D10A.5	Gsk-3	K03083
F49E11.1	Mbk-2	K08825
T04C10.1	Mbk-1	K08825
F20B6.8	Hpk-1	K08826
F22D6.5	PrpF-4	K08827
M04C9.5	Dyf-5	K08829
B0464.5	Spk-1	K08831
Y54E10BL.6	Mek-2	K04368
F42G10.2	Mkk-4	K04430
R03G5.2	Sek-1	K04433
K08A8.1	Mek-1	K04431
C09B8.7	Pak-1	K04409
C04A11.3	Gck-4	K08836
T17E9.1	Kin-18	K04429
B0414.7	Mtk-1	K04428
F59A6.1	Nsy-1	K04426
T27C10.6	Lrk-1	K08843
Y73B6A.5	Lin-45	K04365
C32D5.2	Sma-6	K13579
C05D2.1	Daf-4	K13597
B0412.2	Daf-7	K04669
C53D6.2	Unc-129	K04669
F39G3.8	Tig-2	K04669
C29F9.7	Pat-4	K06272
B0207.4	Air-2	K11481
K07C11.2	Air-1	K08850
R06C7.8	Bub-1	K02178
B0205.7	Kin-3	K03097
C41C4.4	Ire-1	K08852
F35G12.3	Sel-5	K08853
F19H6.1	NekL-3	K08857
Y39G10AR.3	NekL-1	K08857
ZC581.1	NekL-2	K08857
EEED8.9	PinK-1	K05688
F46C3.1	Pek-1	K08860
C14B9.4	Plk-1	K06631
F55G1.8	Plk-3	K06631
Y71F9B.7	Plk-2	K06631
Y60A3A.1	Unc-51	K08269
ZK370.5	PdhK-2	K00898
F42A10.4	Efk-1	K08292
C35D10.4	Coq-8	K08869
Y48G1BL.2	Atm-1	K04728
B0261.2	Let-363	K07203
C48B6.6	Smg-1	K08873
C47D12.1	Trr-1	K08874
W04A8.7	Taf-1	K03125
M79.1	Abl-1	K06619
Y48G1C.2	Csk-1	K05728
C30F8.4	Kin-32	K05725
F49B2.5	Src-2	K08892
T10H9.2	Scd-2	K05119
F11D5.3	Ddr-2	K05125
ZK1067.1	Let-23	K04361
C16D9.2	Rol-3	K05088
C16B8.1	Lin-18	K05128
F59F3.1	Ver-3	K05096
F59F3.5	Ver-4	K05096
T17A3.1	Ver-1	K05096
Y87G2A.8	Gpi-1	K01810
K07A3.1	Fbp-1	K03841
Y17G7B.7	Tpi-1	K01803
F33H1.2	Gpd-4	K00134
K10B3.7	Gpd-3	K00134
K10B3.8	Gpd-2	K00134
T09F3.3	Gpd-1	K00134
T03F1.3	Pgk-1	K00927
T21B10.2	EnoL-1	K01689
F13D12.2	Ldh-1	K00016
K12G11.3	SodH-1	K13953
K12G11.4	SodH-2	K13953
F54D8.3	Alh-1	K00128
K04F1.15	Alh-2	K00128
T05H4.13	Alh-4	K00128
F01F1.6	Alh-9	K14085
T08B1.3	Alh-5	K00129
T20G5.2	Cts-1	K01647
F54H12.1	Aco-2	K01681
ZK455.1	Aco-1	K01681
C03G5.1	SdhA-1	K00234
C34B2.7	SdhA-2	K00234
F42A8.2	SdhB-1	K00235
T07C4.7	Mev-1	K00236
F33A8.5	SdhD-1	K00237
H14A12.2	Fum-1	K01679
F20H11.3	Mdh-1	K00026
D2023.2	Pyc-1	K01958
Y87G2A.8	Gpi-1	K01810
K07A3.1	Fbp-1	K03841
B0310.5	Ugt-46	K00699
C18C4.3	Ugt-48	K00699
F35H8.6	Ugt-58	K00699
F39G3.1	Ugt-61	K00699
T04H1.7	Ugt-55	K00699
T04H1.8	Ugt-56	K00699
T07C5.1	Ugt-50	K00699
F29F11.1	Sqv-4	K00012
R11D1.11	Dhs-21	K03331
F54D8.3	Alh-1	K00128
K04F1.15	Alh-2	K00128
T05H4.13	Alh-4	K00128
C42C1.5	Tag-335	K00966
C53B4.7	Bre-1	K01711
F56H6.5	Gmd-2	K01711
R01H2.5	Ger-1	K02377
K07A3.1	Fbp-1	K03841
F53A2.8	Mtm-6	K01112
C06B3.4	StdH-1	K00100
C06B3.5	StdH-3	K00100
C56G2.6	Let-767	K00100
F11A5.12	StdH-2	K00100
F25G6.5	StdH-4	K00100
Y17G7B.7	Tpi-1	K01803
M01D7.4	Tag-96	K00849
C47B2.6	GalE-1	K01784
F29F11.1	Sqv-4	K00012
B0310.5	Ugt-46	K00699
C18C4.3	Ugt-48	K00699
F35H8.6	Ugt-58	K00699
F39G3.1	Ugt-61	K00699
T04H1.7	Ugt-55	K00699
T04H1.8	Ugt-56	K00699
T07C5.1	Ugt-50	K00699
F54D8.3	Alh-1	K00128
K04F1.15	Alh-2	K00128
T05H4.13	Alh-4	K00128
F01F1.6	Alh-9	K14085
C23H3.7	Tre-5	K01194
F57B10.7	Tre-1	K01194
T05A12.2	Tre-2	K01194
W05E10.4	Tre-3	K01194
F29F11.1	Sqv-4	K00012
B0310.5	Ugt-46	K00699
C18C4.3	Ugt-48	K00699
F35H8.6	Ugt-58	K00699
F39G3.1	Ugt-61	K00699
T04H1.7	Ugt-55	K00699
T04H1.8	Ugt-56	K00699
T07C5.1	Ugt-50	K00699
Y87G2A.8	Gpi-1	K01810
Y46G5A.31	Gsy-1	K00693
C04F6.3	Cht-1	K01183
T14F9.3	Hex-1	K12373
F48A11.1	Chs-2	K00698
T25G3.2	Chs-1	K00698
B0024.12	Gna-1	K00621
Y87G2A.8	Gpi-1	K01810
F29F11.1	Sqv-4	K00012
M01D7.4	Tag-96	K00849
C47B2.6	GalE-1	K01784
C42C1.5	Tag-335	K00966
C53B4.7	Bre-1	K01711
F56H6.5	Gmd-2	K01711
R01H2.5	Ger-1	K02377
W09B6.1	Pod-2	K11262
F54D8.3	Alh-1	K00128
K04F1.15	Alh-2	K00128
T05H4.13	Alh-4	K00128
F01F1.6	Alh-9	K14085
F13D12.2	Ldh-1	K00016
D2023.2	Pyc-1	K01958
F20H11.3	Mdh-1	K00026
T02G5.8	Kat-1	K00626
F20H11.3	Mdh-1	K00026
T20G5.2	Cts-1	K01647
F54H12.1	Aco-2	K01681
ZK455.1	Aco-1	K01681
K07E3.3	Dao-3	K13403
T02G5.8	Kat-1	K00626
K05F1.3	AcdH-8	K00249
T08G2.3	AcdH-10	K00249
T25G12.5	AcdH-7	K00249
F43H9.1	Ech-3	K01692
F56B3.5	Ech-5	K01692
Y105E8A.4	Ech-7	K01692
C29F3.1	Ech-1	K07515
T05G5.6	Ech-6	K07511
W09B6.1	Pod-2	K11262
K04D7.3	Gta-1	K13524
F27D9.5	PccA-1	K01965
F52E4.1	PccB-1	K01966
D2030.5	Mce-1	K05606
ZK1058.1	MmcM-1	K01847
F13D12.4	Alh-8	K00140
F54D8.3	Alh-1	K00128
K04F1.15	Alh-2	K00128
T05H4.13	Alh-4	K00128
F01F1.6	Alh-9	K14085
F13D12.2	Ldh-1	K00016
T02G5.8	Kat-1	K00626
F01G10.2	Ech-8	K00022
F01G10.3	Ech-9	K00022
R09B5.6	HacD-1	K00022
F43H9.1	Ech-3	K01692
F56B3.5	Ech-5	K01692
Y105E8A.4	Ech-7	K01692
C29F3.1	Ech-1	K07515
T05G5.6	Ech-6	K07511
C06B3.4	StdH-1	K00100
C06B3.5	StdH-3	K00100
C56G2.6	Let-767	K00100
F11A5.12	StdH-2	K00100
F25G6.5	StdH-4	K00100
F45H10.1	Alh-7	K00139
K04D7.3	Gta-1	K13524
Y37D8A.23	Unc-25	K01580
K03A1.5	Sur-5	K01907
B0025.1	Vps-34	K00914
F55A12.3	Ppk-1	K00889
VF11C1L.1	Ppk-3	K00889
JC8.10	Unc-26	K01099
B0348.4	Egl-8	K05858
R05G6.8	Plc-4	K05857
F31B12.1	Plc-1	K05860
T01E8.3	Plc-3	K05859
B0334.8	Age-1	K00922
Y48G9A.8	Ppk-2	K00920
F13G3.5	Ttx-7	K01092
Y46G5A.5	PisY-1	K00999
C09B8.1	Ipp-5	K01106
F13D12.4	Alh-8	K00140
Y17G7B.7	Tpi-1	K01803
Y45G12B.1	Nuo-5	K03934
K09A9.5	Gas-1	K03935
T26A5.3	NduF-2.2	K03935
T10E9.7	Nuo-2	K03936
ZK973.10	Lpd-5	K03937
Y54E10BL.5	NduF-5	K03938
F22D6.4	NduF-6	K03939
W10D5.2	NduF-7	K03940
C09H10.3	Nuo-1	K03942
Y57G11C.12	Nuo-3	K03950
K04G7.4	Nuo-4	K03954
T07C4.7	Mev-1	K00236
F33A8.5	SdhD-1	K00237
C03G5.1	SdhA-1	K00234
C34B2.7	SdhA-2	K00234
F42A8.2	SdhB-1	K00235
F42G8.12	Isp-1	K00411
C54G4.8	Cyc-1	K00413
T10B10.2	Ucr-2.2	K00415
T24C4.1	Ucr-2.3	K00415
VW06B3R.1	Ucr-2.1	K00415
Y37D8A.14	Cco-2	K02264
F26E4.9	Cco-1	K02265
F54D8.2	Tag-174	K02266
T06D8.5	Yer141w	K02259
C34E10.6	Atp-2	K02133
F27C1.7	Atp-3	K02137
F02E8.1	Asb-2	K02127
F35G12.10	Asb-1	K02127
C06H2.1	Atp-5	K02138
C53B7.4	Asg-2	K02140
K07A12.3	Asg-1	K02140
C30F8.2	Vha-16	K02146
ZK970.4	Vha-9	K02151
Y38F2AL.3	Vha-11	K02148
Y49A3A.2	Vha-13	K02145
F20B6.2	Vha-12	K02147
Y110A7A.12	Tag-300	K02147
C17H12.14	Vha-8	K02150
R10E11.2	Vha-2	K02155
R10E11.8	Vha-1	K02155
Y38F2AL.4	Vha-3	K02155
T01H3.1	Vha-4	K03661
C26H9A.1	Vha-7	K02154
F35H10.4	Vha-5	K02154
VW02B12L.1	Vha-6	K02154
ZK637.8	Unc-32	K02154
F55H2.2	Vha-14	K02149
F49C12.13	Vha-17	K02153
F46F11.5	Vha-10	K02152
F52E1.10	Vha-18	K02144
T14F9.1	Vha-15	K02144
Y55H10A.1	Vha-19	K03662
C47E12.4	Pyp-1	K01507
