Dmel_CG17759	GalPha49b	K04634
Dmel_CG6169	Dcp2	K12613
Dmel_CG4916	Me31b	K12614
Dmel_CG6311	Edc3	K12615
Dmel_CG6181	Ge-1	K12616
Dmel_CG5208	PatR-1	K12617
Dmel_CG3291	Pcm	K12618
Dmel_CG10354	Rat1	K12619
Dmel_CG4279	Lsm1	K12620
Dmel_CG31184	Lsm3	K12622
Dmel_CG13277	Lsm7	K12626
Dmel_CG17654	Eno	K01689
Dmel_CG8542	Hsc70-5	K04043
Dmel_CG12101	Hsp60	K04077
Dmel_CG4337	MtsSb	K03111
Dmel_CG8729	Rnh1	K03469
Dmel_CG10489	PolE2	K02325
Dmel_CG13399	ChrAc-14	K02326
Dmel_CG11301	Mes4	K03506
Dmel_CG7538	Mcm2	K02540
Dmel_CG4206	Mcm3	K02541
Dmel_CG1616	Dpa	K02212
Dmel_CG4082	Mcm5	K02209
Dmel_CG4039	Mcm6	K02542
Dmel_CG4978	Mcm7	K02210
Dmel_CG9633	Rpa-70	K07466
Dmel_CG9273	Rpa2	K10739
Dmel_CG9193	Mus209	K04802
Dmel_CG1119	Gnf1	K10754
Dmel_CG14999	Rfc4	K10755
Dmel_CG5313	Rfc3	K10756
Dmel_CG6258	Rfc38	K10756
Dmel_CG8648	Fen1	K04799
Dmel_CG1795	Ogg1	K03660
Dmel_CG1981	Thd1	K03649
Dmel_CG3178	Rrp1	K10771
Dmel_CG12223	Dsp1	K10802
Dmel_CG4208	XrcC1	K10803
Dmel_CG17227	Lig3	K10776
Dmel_CG40411	ParP	K10798
Dmel_CG9193	Mus209	K04802
Dmel_CG10489	PolE2	K02325
Dmel_CG13399	ChrAc-14	K02326
Dmel_CG11301	Mes4	K03506
Dmel_CG8648	Fen1	K04799
Dmel_CG16982	Roc1a	K03868
Dmel_CG16988	Roc1b	K03868
Dmel_CG8711	Cul-4	K10609
Dmel_CG7769	Pic	K10610
Dmel_CG8153	Mus210	K10838
Dmel_CG1836	Rad23	K10839
Dmel_CG3319	Cdk7	K02202
Dmel_CG7614	Mat1	K10842
Dmel_CG7405	CycH	K06634
Dmel_CG8019	Hay	K10843
Dmel_CG9433	Xpd	K10844
Dmel_CG42373	Tfb5	K10845
Dmel_CG8151	Tfb1	K03141
Dmel_CG11115	Ssl1	K03142
Dmel_CG5041	Tfb4	K03143
Dmel_CG7764	Mrn	K03144
Dmel_CG10890	Mus201	K10846
Dmel_CG6358	XpaC	K10847
Dmel_CG9633	Rpa-70	K07466
Dmel_CG9273	Rpa2	K10739
Dmel_CG3697	Mei-9	K10848
Dmel_CG10215	ErcC1	K10849
Dmel_CG10489	PolE2	K02325
Dmel_CG13399	ChrAc-14	K02326
Dmel_CG11301	Mes4	K03506
Dmel_CG9193	Mus209	K04802
Dmel_CG1119	Gnf1	K10754
Dmel_CG14999	Rfc4	K10755
Dmel_CG5313	Rfc3	K10756
Dmel_CG6258	Rfc38	K10756
Dmel_CG4337	MtsSb	K03111
Dmel_CG8169	Pms2	K10858
Dmel_CG11482	Mlh1	K08734
Dmel_CG7003	Msh6	K08737
Dmel_CG4215	SpeL1	K08735
Dmel_CG1119	Gnf1	K10754
Dmel_CG14999	Rfc4	K10755
Dmel_CG5313	Rfc3	K10756
Dmel_CG6258	Rfc38	K10756
Dmel_CG9193	Mus209	K04802
Dmel_CG10387	Tos	K10746
Dmel_CG9633	Rpa-70	K07466
Dmel_CG9273	Rpa2	K10739
Dmel_CG4337	MtsSb	K03111
Dmel_CG6339	Rad50	K10866
Dmel_CG16928	Mre11	K10865
Dmel_CG6754	Nbs	K10867
Dmel_CG9633	Rpa-70	K07466
Dmel_CG9273	Rpa2	K10739
Dmel_CG7948	Spn-a	K04482
Dmel_CG31069	Spn-d	K10870
Dmel_CG3325	Spn-b	K10880
Dmel_CG3736	Okr	K10875
Dmel_CG6920	Mus309	K10901
Dmel_CG10123	Top3alpha	K03165
Dmel_CG3458	Top3beta	K03165
Dmel_CG3026	Mus81	K08991
Dmel_CG5247	IrbP	K10884
Dmel_CG18801	Ku80	K10885
Dmel_CG12176	Lig4	K10777
Dmel_CG6339	Rad50	K10866
Dmel_CG16928	Mre11	K10865
Dmel_CG8648	Fen1	K04799
Dmel_CG8523	Mdr50	K05658
Dmel_CG7955	AbcB7	K05662
Dmel_CG4225	Hmt-1	K05663
Dmel_CG6705	Tsl	K12377
Dmel_CG1389	Tor	K12378
Dmel_CG6033	Drk	K04364
Dmel_CG7793	Sos	K03099
Dmel_CG9375	Ras85d	K07827
Dmel_CG2845	Phl	K02644
Dmel_CG15793	DsoR1	K04368
Dmel_CG12559	Rl	K04371
Dmel_CG9768	Hkb	K12379
Dmel_CG3954	Csw	K07293
Dmel_CG17610	Grk	K02447
Dmel_CG10079	EgfR	K04361
Dmel_CG6721	Gap1	K12380
Dmel_CG8285	BosS	K04623
Dmel_CG18085	Sev	K05088
Dmel_CG17077	Pnt	K02678
Dmel_CG3166	Aop	K03211
Dmel_CG1378	Tll	K08545
Dmel_CG6205	Por	K00181
Dmel_CG4889	Wg	K03209
Dmel_CG4969	Wnt6	K00445
Dmel_CG4971	Wnt10	K01357
Dmel_CG8458	WntD	K04689
Dmel_CG3135	Shf	K01691
Dmel_CG17697	Fz	K02432
Dmel_CG4626	Fz4	K02354
Dmel_CG9739	Fz2	K02375
Dmel_CG16785	Fz3	K04690
Dmel_CG4974	DalLy	K02306
Dmel_CG5912	Arr	K03068
Dmel_CG18361	Dsh	K02353
Dmel_CG17520	CkiIalpha	K03097
Dmel_CG13591	Ssl	K03115
Dmel_CG15224	CkiIbeta	K03115
Dmel_CG8914	CkiIbeta2	K03115
Dmel_CG11614	Nkd	K03213
Dmel_CG2621	Sgg	K03083
Dmel_CG11579	Arm	K02105
Dmel_CG1451	Apc	K02085
Dmel_CG6193	Apc2	K02085
Dmel_CG17291	Pp2A-29b	K03456
Dmel_CG5643	Wdb	K11584
Dmel_CG7913	Pp2A-b'	K11584
Dmel_CG7109	Mts	K04382
Dmel_CG2028	CkiAlpha	K08957
Dmel_CG7926	Axn	K02157
Dmel_CG7583	CtbP	K04496
Dmel_CG8384	Gro	K04497
Dmel_CG15319	Nej	K04498
Dmel_CG4003	PonT	K04499
Dmel_CG2262	SmoX	K04500
Dmel_CG1775	Med	K04501
Dmel_CG18492	Tak1	K04427
Dmel_CG7892	Nmo	K04468
Dmel_CG9096	CycD	K10151
Dmel_CG18803	Psn	K04505
Dmel_CG12066	Pka-c2	K04345
Dmel_CG4379	Pka-c1	K04345
Dmel_CG6117	Pka-c3	K04345
Dmel_CG13030	SinAh	K04506
Dmel_CG9949	SinA	K04506
Dmel_CG11941	SkpC	K03094
Dmel_CG11942	SkpE	K03094
Dmel_CG12227	SkpF	K03094
Dmel_CG12700	SkpD	K03094
Dmel_CG16983	SkpA	K03094
Dmel_CG8881	SkpB	K03094
Dmel_CG4063	Ebi	K04508
Dmel_CG3412	SlmB	K03362
Dmel_CG1877	Lin19	K03347
Dmel_CG16982	Roc1a	K03868
Dmel_CG16988	Roc1b	K03868
Dmel_CG8075	VanG	K04510
Dmel_CG11084	Pk	K04511
Dmel_CG12833	Esn	K04511
Dmel_CG14622	DaaM	K04512
Dmel_CG8416	Rho1	K04513
Dmel_CG9774	Rok	K04514
Dmel_CG2248	Rac1	K04392
Dmel_CG5680	Bsk	K04440
Dmel_CG3620	NorPa	K05858
Dmel_CG4574	Plc21c	K05858
Dmel_CG18069	CamKii	K04515
Dmel_CG1455	CanA1	K04348
Dmel_CG9819	CanA-14f	K04348
Dmel_CG9842	Pp2B-14d	K04348
Dmel_CG11217	CanB2	K06268
Dmel_CG2185	Elm	K06268
Dmel_CG4209	CanB	K06268
Dmel_CG6518	InaC	K02677
Dmel_CG6622	Pkc53e	K02677
Dmel_CG11172	NfaT	K04446
Dmel_CG3619	Dl	K06051
Dmel_CG6127	Ser	K06052
Dmel_CG10580	Fng	K05948
Dmel_CG3936	N	K02599
Dmel_CG3497	Su(H)	K06053
Dmel_CG18361	Dsh	K02353
Dmel_CG3779	NumB	K06057
Dmel_CG3929	Dx	K06058
Dmel_CG7908	TacE	K06059
Dmel_CG18803	Psn	K04505
Dmel_CG33198	Pen-2	K06170
Dmel_CG7012	Nct	K06171
Dmel_CG2855	Aph-1	K06172
Dmel_CG8118	Mam	K06061
Dmel_CG15319	Nej	K04498
Dmel_CG4107	PcaF	K06062
Dmel_CG8264	Bx42	K06063
Dmel_CG5460	H	K06064
Dmel_CG7583	CtbP	K04496
Dmel_CG8384	Gro	K04497
Dmel_CG7471	Rpd3	K06067
Dmel_CG4637	Hh	K06224
Dmel_CG2411	Ptc	K06225
Dmel_CG11561	Smo	K06226
Dmel_CG1708	Cos	K06227
Dmel_CG6551	Fu	K06228
Dmel_CG6054	Su(Fu)	K06229
Dmel_CG2125	Ci	K06230
Dmel_CG4889	Wg	K03209
Dmel_CG4969	Wnt6	K00445
Dmel_CG4971	Wnt10	K01357
Dmel_CG8458	WntD	K04689
Dmel_CG9885	Dpp	K04662
Dmel_CG5562	Gbb	K04663
Dmel_CG2108	Rab23	K06234
Dmel_CG12066	Pka-c2	K04345
Dmel_CG4379	Pka-c1	K04345
Dmel_CG6117	Pka-c3	K04345
Dmel_CG2621	Sgg	K03083
Dmel_CG2028	CkiAlpha	K08957
Dmel_CG2048	Dco	K02218
Dmel_CG6963	GisH	K02218
Dmel_CG3412	SlmB	K03362
Dmel_CG9224	Sog	K04657
Dmel_CG9885	Dpp	K04662
Dmel_CG5562	Gbb	K04663
Dmel_CG11062	ActBeta	K04667
Dmel_CG12399	Mad	K04676
Dmel_CG2262	SmoX	K04500
Dmel_CG1775	Med	K04501
Dmel_CG5201	Dad	K04677
Dmel_CG4943	LacK	K04678
Dmel_CG15667	SarA	K04679
Dmel_CG1007	Emc	K04680
Dmel_CG7413	Rbf	K04681
Dmel_CG15319	Nej	K04498
Dmel_CG16982	Roc1a	K03868
Dmel_CG16988	Roc1b	K03868
Dmel_CG1877	Lin19	K03347
Dmel_CG11941	SkpC	K03094
Dmel_CG11942	SkpE	K03094
Dmel_CG12227	SkpF	K03094
Dmel_CG12700	SkpD	K03094
Dmel_CG16983	SkpA	K03094
Dmel_CG8881	SkpB	K03094
Dmel_CG12559	Rl	K04371
Dmel_CG8416	Rho1	K04513
Dmel_CG9774	Rok	K04514
Dmel_CG10539	S6k	K04688
Dmel_CG17291	Pp2A-29b	K03456
Dmel_CG7109	Mts	K04382
Dmel_CG1594	Hop	K04447
Dmel_CG4257	StaT92e	K11224
Dmel_CG15319	Nej	K04498
Dmel_CG15154	SocS36e	K04700
Dmel_CG2160	SocS44a	K04700
Dmel_CG8146	SocS16d	K04700
Dmel_CG9096	CycD	K10151
Dmel_CG10155	SprEd	K04703
Dmel_CG1921	Sty	K04704
Dmel_CG6521	StaM	K04705
Dmel_CG7037	Cbl	K04707
Dmel_CG3954	Csw	K07293
Dmel_CG6033	Drk	K04364
Dmel_CG7793	Sos	K03099
Dmel_CG4141	Pi3K92e	K00922
Dmel_CG2699	Pi3K21b	K02649
Dmel_CG4006	Akt1	K04456
Dmel_CG7004	Fwd	K00888
Dmel_CG3682	Pip5k59b	K00889
Dmel_CG9985	SktL	K00889
Dmel_CG34344	RdgA	K00901
Dmel_CG34361	Dgk	K00901
Dmel_CG34359	Ip3K2	K00911
Dmel_CG4026	Ip3K1	K00911
Dmel_CG5373	Pi3K59f	K00914
Dmel_CG6355	Fab1	K00921
Dmel_CG4141	Pi3K92e	K00922
Dmel_CG11621	Pi3K68d	K00923
Dmel_CG30295	Ipk1	K10572
Dmel_CG7962	CdsA	K00981
Dmel_CG9245	Pis	K00999
Dmel_CG6562	SynJ	K01099
Dmel_CG5671	PteN	K01110
Dmel_CG3028	Ipp	K01107
Dmel_CG3620	NorPa	K05858
Dmel_CG4574	Plc21c	K05858
Dmel_CG4200	Sl	K05859
Dmel_CG1063	Itp-r83a	K02522
Dmel_CG2699	Pi3K21b	K02649
Dmel_CG6518	InaC	K02677
Dmel_CG6622	Pkc53e	K02677
Dmel_CG8472	Cam	K02183
Dmel_CG2699	Pi3K21b	K02649
Dmel_CG4141	Pi3K92e	K00922
Dmel_CG1210	Pk61c	K06276
Dmel_CG4006	Akt1	K04456
Dmel_CG6147	Tsc1	K07206
Dmel_CG6975	Gig	K07207
Dmel_CG1081	RheB	K07208
Dmel_CG5092	Tor	K07203
Dmel_CG4320	RapTor	K07204
Dmel_CG8002	RicTor	K08267
Dmel_CG7951	SimA	K08268
Dmel_CG10539	S6k	K04688
Dmel_CG10837	Eif-4b	K03258
Dmel_CG10944	Rps6	K02991
Dmel_CG10124	Eif4e-4	K03259
Dmel_CG1442	Eif4e-6	K03259
Dmel_CG33100	4ehP	K03259
Dmel_CG4035	Eif-4e	K03259
Dmel_CG8023	Eif4e-3	K03259
Dmel_CG10967	Atg1	K08269
Dmel_CG12559	Rl	K04371
Dmel_CG17596	S6kIi	K04373
Dmel_CG9374	Lkb1	K07298
Dmel_CG4083	Mo25	K08272
Dmel_CG3051	Snf1a	K07198
Dmel_CG4356	MacR-60c	K04131
Dmel_CG9652	DopR	K04148
Dmel_CG15113	5-hT1b	K04153
Dmel_CG16720	5-hT1a	K04153
Dmel_CG1056	5-hT2	K04157
Dmel_CG12073	5-hT7	K04163
Dmel_CG1147	NpfR1	K04209
Dmel_CG7395	NpfR76f	K04209
Dmel_CG7961	AlpHacop	K05236
Dmel_CG6515	TakR86c	K04225
Dmel_CG7887	TakR99d	K04225
Dmel_CG10001	Ar-2	K04233
Dmel_CG2872	AlsTr	K04233
Dmel_CG12350	LamBdatry	K01312
Dmel_CG12385	TheTatry	K01312
Dmel_CG12386	EtaTry	K01312
Dmel_CG12387	ZetAtry	K01312
Dmel_CG18211	BetAtry	K01312
Dmel_CG18444	AlpHatry	K01312
Dmel_CG7754	IotAtry	K01312
Dmel_CG9564	Try29f	K01312
Dmel_CG5055	Baz	K04237
Dmel_CG11325	GrhR	K04280
Dmel_CG31096	Lgr3	K04307
Dmel_CG32843	Dh31-r1	K04577
Dmel_CG8422	Dh44-r1	K04578
Dmel_CG11144	MglUra	K04605
Dmel_CG15274	GabA-b-r1	K04615
Dmel_CG6706	GabA-b-r2	K04616
Dmel_CG2902	NmdAr1	K05208
Dmel_CG4145	Cg25c	K06237
Dmel_CG15288	Wb	K05637
Dmel_CG10236	LanA	K06240
Dmel_CG7123	LanB1	K05636
Dmel_CG3322	LanB2	K05635
Dmel_CG7002	Hml	K03900
Dmel_CG1560	Mys	K05719
Dmel_CG10497	Sdc	K06257
Dmel_CG18250	Dg	K06265
Dmel_CG15667	SarA	K04679
Dmel_CG2262	SmoX	K04500
Dmel_CG10079	EgfR	K04361
Dmel_CG8222	Pvr	K05096
Dmel_CG32134	Btl	K05093
Dmel_CG7223	Htl	K05094
Dmel_CG14396	Ret	K05126
Dmel_CG18102	Shi	K01528
Dmel_CG3210	Drp1	K01528
Dmel_CG8156	Arf51f	K07941
Dmel_CG3682	Pip5k59b	K00889
Dmel_CG9985	SktL	K00889
Dmel_CG12110	Pld	K01115
Dmel_CG9012	Chc	K04646
Dmel_CG7057	Ap-50	K11826
Dmel_CG6056	Ap-2sigma	K11827
Dmel_CG7037	Cbl	K04707
Dmel_CG42279	NedD4	K10591
Dmel_CG10961	TraF6	K03175
Dmel_CG17033	ElgI	K11981
Dmel_CG4943	LacK	K04678
Dmel_CG4244	Su(Dx)	K05633
Dmel_CG14296	EndOa	K11247
Dmel_CG9834	EndOb	K11248
Dmel_CG8532	Lqf	K12471
Dmel_CG40129	GprK1	K00910
Dmel_CG17998	GprK2	K08291
Dmel_CG1487	Krz	K04439
Dmel_CG5201	Dad	K04677
Dmel_CG8416	Rho1	K04513
Dmel_CG18743	Hsp70ab	K03283
Dmel_CG31359	Hsp70bb	K03283
Dmel_CG31366	Hsp70aa	K03283
Dmel_CG31449	Hsp70ba	K03283
Dmel_CG4264	Hsc70-4	K03283
Dmel_CG5436	Hsp68	K03283
Dmel_CG5834	Hsp70bbb	K03283
Dmel_CG6489	Hsp70bc	K03283
Dmel_CG7756	Hsc70-2	K03283
Dmel_CG8937	Hsc70-1	K03283
Dmel_CG5915	Rab7	K07897
Dmel_CG2903	Hrs	K12182
Dmel_CG6521	StaM	K04705
Dmel_CG9712	Tsg101	K12183
Dmel_CG12770	Vps28	K12184
Dmel_CG17828	Mod(r)	K12185
Dmel_CG6637	Lsn	K12188
Dmel_CG10711	Vps36	K12190
Dmel_CG14750	Vps25	K12189
Dmel_CG4071	Vps20	K12195
Dmel_CG8055	ShrB	K12194
Dmel_CG6842	Vps4	K12196
Dmel_CG4108	ChmP1	K12197
Dmel_CG12876	AliX	K12200
Dmel_CG3664	Rab5	K07889
Dmel_CG8228	Vps45	K12479
Dmel_CG8506	RbsN-5	K12481
Dmel_CG6148	PasT1	K12483
Dmel_CG5771	Rab11	K07904
Dmel_CG6606	Rip11	K12484
Dmel_CG33991	Nuf	K12485
Dmel_CG5055	Baz	K04237
Dmel_CG5884	Par-6	K06093
Dmel_CG10261	ApkC	K06069
Dmel_CG12530	Cdc42	K04393
Dmel_CG6742	CenB1a	K12489
Dmel_CG31811	CenG1a	K12491
Dmel_CG4237	Gap69c	K12492
Dmel_CG32434	Siz	K12495
Dmel_CG5081	Syx7	K08488
Dmel_CG10067	Act57b	K05692
Dmel_CG12051	Act42a	K05692
Dmel_CG18290	Act87e	K05692
Dmel_CG4027	Act5c	K05692
Dmel_CG5178	Act88f	K05692
Dmel_CG13626	Syx18	K08492
Dmel_CG7359	Sec22	K08517
Dmel_CG3664	Rab5	K07889
Dmel_CG5373	Pi3K59f	K00914
Dmel_CG2903	Hrs	K12182
Dmel_CG12403	Vha68-1	K02145
Dmel_CG3762	Vha68-2	K02145
Dmel_CG17369	Vha55	K02147
Dmel_CG8048	Vha44	K02148
Dmel_CG8186	Vha36	K02149
Dmel_CG1088	Vha26	K02150
Dmel_CG8210	Vha14	K02151
Dmel_CG6213	Vha13	K02152
Dmel_CG11589	VhaM9.7-1	K02153
Dmel_CG7625	VhaM9.7-2	K02153
Dmel_CG1709	Vha100-1	K02154
Dmel_CG18617	Vha100-2	K02154
Dmel_CG30329	Vha100-3	K02154
Dmel_CG2934	VhaAc39	K02146
Dmel_CG17332	VhaSfd	K02144
Dmel_CG3161	Vha16	K02155
Dmel_CG32089	Vha16-2	K02155
Dmel_CG32090	Vha16-3	K02155
Dmel_CG7007	VhaPpa1-1	K03661
Dmel_CG5915	Rab7	K07897
Dmel_CG7507	Dhc64c	K10413
Dmel_CG15148	Btv	K10414
Dmel_CG18000	Sw	K10415
Dmel_CG32823	SdiC3	K10415
Dmel_CG33497	SdiC2	K10415
Dmel_CG33499	SdiC4	K10415
Dmel_CG9580	SdiC1	K10415
Dmel_CG1938	DliC	K10416
Dmel_CG6355	Fab1	K00921
Dmel_CG6692	Cp1	K01365
Dmel_CG10130	Sec61beta	K09481
Dmel_CG9429	Crc	K08057
Dmel_CG11958	Cnx99a	K08054
Dmel_CG1560	Mys	K05719
Dmel_CG2248	Rac1	K04392
Dmel_CG1709	Vha100-1	K02154
Dmel_CG18617	Vha100-2	K02154
Dmel_CG30329	Vha100-3	K02154
Dmel_CG2934	VhaAc39	K02146
Dmel_CG17332	VhaSfd	K02144
Dmel_CG3161	Vha16	K02155
Dmel_CG32089	Vha16-2	K02155
Dmel_CG32090	Vha16-3	K02155
Dmel_CG7007	VhaPpa1-1	K03661
Dmel_CG1548	CatHd	K01379
Dmel_CG6692	Cp1	K01365
Dmel_CG3132	Ect3	K12309
Dmel_CG9092	Gal	K12309
Dmel_CG1318	HexO1	K12373
Dmel_CG1787	HexO2	K12373
Dmel_CG8824	Fdl	K12373
Dmel_CG7780	DnaSeii	K01158
Dmel_CG12070	Sap-r	K12382
Dmel_CG12108	Ppt1	K01074
Dmel_CG4851	Ppt2	K01074
Dmel_CG18817	Tsp42ea	K06497
Dmel_CG8666	Tsp39d	K06497
Dmel_CG9494	Tsp29fa	K06497
Dmel_CG12092	Npc1b	K12385
Dmel_CG5722	Npc1a	K12385
Dmel_CG7291	Npc2a	K13443
Dmel_CG3671	Mvl	K12347
Dmel_CG16707	Vsg	K06546
Dmel_CG5582	Cln3	K12389
Dmel_CG31072	LerP	K06564
Dmel_CG9012	Chc	K04646
Dmel_CG9113	Ap-1gamma	K12391
Dmel_CG12532	Bap	K12392
Dmel_CG9388	Ap-47	K12393
Dmel_CG5864	Ap-1sigma	K12394
Dmel_CG10986	G	K12396
Dmel_CG11427	Rb	K12397
Dmel_CG3035	Cm	K12398
Dmel_CG3029	Or	K12399
Dmel_CG3002	Gga	K12404
Dmel_CG6760	L(3)70da	K13338
Dmel_CG9707	AcoX57d-p	K00232
Dmel_CG9709	AcoX57d-d	K00232
Dmel_CG17320	ScpX	K08764
Dmel_CG8732	L(2)44dea	K01897
Dmel_CG4625	DhaP-at	K00649
Dmel_CG3926	SpaT	K00830
Dmel_CG7176	Idh	K00031
Dmel_CG6871	Cat	K03781
Dmel_CG7217	Prx5	K11187
Dmel_CG11793	Sod	K04565
Dmel_CG8905	Sod2	K04564
Dmel_CG7642	Ry	K00106
Dmel_CG3051	Snf1a	K07198
Dmel_CG10967	Atg1	K08269
Dmel_CG9746	Ird1	K08333
Dmel_CG5429	Atg6	K08334
Dmel_CG5373	Pi3K59f	K00914
Dmel_CG10861	Atg12	K08336
Dmel_CG5489	Atg7	K08337
Dmel_CG1643	Atg5	K08339
Dmel_CG12334	Atg8b	K08341
Dmel_CG32672	Atg8a	K08341
Dmel_CG4428	Atg4	K08342
Dmel_CG6877	Aut1	K08343
Dmel_CG2699	Pi3K21b	K02649
Dmel_CG4141	Pi3K92e	K00922
Dmel_CG5680	Bsk	K04440
Dmel_CG33338	P38C	K04441
Dmel_CG5475	Mpk2	K04441
Dmel_CG7393	P38B	K04441
Dmel_CG7978	Ac76e	K08042
Dmel_CG10564	Ac78c	K08048
Dmel_CG9210	Ac13e	K08049
Dmel_CG12066	Pka-c2	K04345
Dmel_CG4379	Pka-c1	K04345
Dmel_CG6117	Pka-c3	K04345
Dmel_CG10868	Orb	K02602
Dmel_CG5363	Cdc2	K02087
Dmel_CG5940	CycA	K06627
Dmel_CG1242	Hsp83	K04079
Dmel_CG15793	DsoR1	K04368
Dmel_CG12559	Rl	K04371
Dmel_CG17596	S6kIi	K04373
Dmel_CG3510	CycB	K05868
Dmel_CG5814	CycB3	K05868
Dmel_CG12306	PolO	K06631
Dmel_CG4006	Akt1	K04456
Dmel_CG9375	Ras85d	K07827
Dmel_CG14030	Bub1	K02178
Dmel_CG7838	BubR1	K02178
Dmel_CG17498	Mad2	K02537
Dmel_CG2948	Rev7	K13728
Dmel_CG16783	Fzr2	K03364
Dmel_CG3000	Rap	K03364
Dmel_CG9198	ShtD	K03348
Dmel_CG3060	Mr	K03349
Dmel_CG8610	Cdc27	K03350
Dmel_CG32707	Apc4	K03351
Dmel_CG10850	Ida	K03352
Dmel_CG6759	Cdc16	K03353
Dmel_CG14444	Apc7	K03354
Dmel_CG2508	Cdc23	K03355
Dmel_CG34440	Lmg	K03358
Dmel_CG4550	NinAe	K13802
Dmel_CG17759	GalPha49b	K04634
Dmel_CG8770	GbeTa76c	K07972
Dmel_CG3694	GgaMma30a	K04547
Dmel_CG3620	NorPa	K05858
Dmel_CG4574	Plc21c	K05858
Dmel_CG5996	TrpGamma	K05328
Dmel_CG7875	Trp	K05328
Dmel_CG18345	TrpL	K13803
Dmel_CG3504	InaD	K13804
Dmel_CG6518	InaC	K02677
Dmel_CG6622	Pkc53e	K02677
Dmel_CG8472	Cam	K02183
Dmel_CG5125	NinAc	K08834
Dmel_CG10067	Act57b	K05692
Dmel_CG12051	Act42a	K05692
Dmel_CG18290	Act87e	K05692
Dmel_CG4027	Act5c	K05692
Dmel_CG5178	Act88f	K05692
Dmel_CG5962	Arr2	K13805
Dmel_CG1063	Itp-r83a	K02522
Dmel_CG40129	GprK1	K00910
Dmel_CG18069	CamKii	K04515
Dmel_CG33174	InaE	K13806
Dmel_CG6571	RdgC	K13807
Dmel_CG10079	EgfR	K04361
Dmel_CG6033	Drk	K04364
Dmel_CG7793	Sos	K03099
Dmel_CG9375	Ras85d	K07827
Dmel_CG2845	Phl	K02644
Dmel_CG15793	DsoR1	K04368
Dmel_CG12559	Rl	K04371
Dmel_CG3166	Aop	K03211
Dmel_CG11924	Cf2	K02215
Dmel_CG17077	Pnt	K02678
Dmel_CG11491	Br	K02174
Dmel_CG4531	ArgOs	K02104
Dmel_CG3936	N	K02599
Dmel_CG17610	Grk	K02447
Dmel_CG9659	Egh	K02359
Dmel_CG4934	Brn	K02175
Dmel_CG10847	Enc	K02360
Dmel_CG10868	Orb	K02602
Dmel_CG40300	Ago3	K02156
Dmel_CG6122	PiwI	K02156
Dmel_CG6137	Aub	K02156
Dmel_CG16901	Sqd	K03102
Dmel_CG31762	AreT	K02177
Dmel_CG3218	Fs(1)k10	K02524
Dmel_CG3399	CapU	K02184
Dmel_CG10076	SpiR	K02098
Dmel_CG1004	Rho	K02857
Dmel_CG2048	Dco	K02218
Dmel_CG6963	GisH	K02218
Dmel_CG2647	Per	K02633
Dmel_CG3234	Tim	K12074
Dmel_CG7391	Clk	K02223
Dmel_CG8727	Cyc	K02296
Dmel_CG14029	Vri	K12114
Dmel_CG17888	Pdp1	K09057
Dmel_CG2621	Sgg	K03083
Dmel_CG6822	ErgIc53	K10080
Dmel_CG3810	EdeM1	K10085
Dmel_CG5682	EdeM2	K10086
Dmel_CG31072	LerP	K06564
Dmel_CG11958	Cnx99a	K08054
Dmel_CG9429	Crc	K08057
Dmel_CG9415	Xbp1	K09027
Dmel_CG33956	Kay	K09031
Dmel_CG17894	Cnc	K09041
Dmel_CG6103	CreBb-17a	K09050
Dmel_CG3136	Atf6	K09054
Dmel_CG4354	SlbO	K10052
Dmel_CG17888	Pdp1	K09057
Dmel_CG14029	Vri	K12114
Dmel_CG7952	Gt	K09062
Dmel_CG5102	Da	K09063
Dmel_CG3258	Ase	K09067
Dmel_CG3796	Ac	K09067
Dmel_CG3827	Sc	K09067
Dmel_CG3839	L(1)sc	K09067
Dmel_CG2956	Twi	K09069
Dmel_CG18144	HanD	K09071
Dmel_CG33323	Fer1	K09073
Dmel_CG7508	Ato	K09083
Dmel_CG14548	HlhMbeta	K09090
Dmel_CG6096	HlhM5	K09090
Dmel_CG6494	H	K09090
Dmel_CG8328	HlhMdelta	K09090
Dmel_CG8333	HlhMgamma	K09090
Dmel_CG8346	HlhM3	K09090
Dmel_CG8361	HlhM7	K09090
Dmel_CG8365	E(sPl)	K09090
Dmel_CG8704	Dpn	K09090
Dmel_CG11194	Hey	K09091
Dmel_CG7951	SimA	K08268
Dmel_CG11987	Tgo	K09097
Dmel_CG7391	Clk	K02223
Dmel_CG8727	Cyc	K02296
Dmel_CG7771	Sim	K09100
Dmel_CG1007	Emc	K04680
Dmel_CG10197	Kn	K09103
Dmel_CG5441	Dei	K09104
Dmel_CG8522	Hlh106	K07197
Dmel_CG9648	Max	K04453
Dmel_CG18362	Mio	K09113
Dmel_CG3350	BigMax	K09113
Dmel_CG2380	Nfi	K09172
Dmel_CG6312	Rfx	K09173
Dmel_CG7807	Ap-2	K09180
Dmel_CG18023	Eip78c	K08701
Dmel_CG8127	Eip75b	K08701
Dmel_CG33183	Hr46	K14033
Dmel_CG1765	Ecr	K14034
Dmel_CG11783	Hr96	K14035
Dmel_CG9310	Hnf4	K08704
Dmel_CG9019	Dsf	K07295
Dmel_CG4380	Usp	K14030
Dmel_CG7199	Hr78	K14031
Dmel_CG1378	Tll	K08545
Dmel_CG16801	Hr51	K08546
Dmel_CG11502	Svp	K14032
Dmel_CG7404	Err	K08703
